title,gender,price,composition,color,imageUrl,description,brand,acrylic,polyester,rayon,spandex,cupro,modal,lyocell,cotton,nylon
women supima cotton crew neck short-sleeve t-shirt,women,14.9,100% Cotton,WHITE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/422697/item/goods_00_422697.jpg?width=380,#100% made from Supima© cotton for an elegant texture and supple feel.,uniqlo,0,0,0,0,0,0,0,0,0
women supima cotton crew neck short-sleeve t-shirt,women,14.9,100% Cotton,GRAY,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/422697/item/goods_06_422697.jpg?width=380,#100% made from Supima© cotton for an elegant texture and supple feel.,uniqlo,0,0,0,0,0,0,0,0,0
women supima cotton crew neck short-sleeve t-shirt,women,14.9,100% Cotton,BLACK,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/422697/item/goods_09_422697.jpg?width=380,#100% made from Supima© cotton for an elegant texture and supple feel.,uniqlo,0,0,0,0,0,0,0,0,0
women supima cotton crew neck short-sleeve t-shirt,women,14.9,100% Cotton,RED,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/422697/item/goods_13_422697.jpg?width=380,#100% made from Supima© cotton for an elegant texture and supple feel.,uniqlo,0,0,0,0,0,0,0,0,0
women supima cotton crew neck short-sleeve t-shirt,women,14.9,100% Cotton,NAVY,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/422697/item/goods_69_422697.jpg?width=380,#100% made from Supima© cotton for an elegant texture and supple feel.,uniqlo,0,0,0,0,0,0,0,0,0
women u crew neck short-sleeve t-shirt,women,3.9,100% Cotton,ORANGE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/424873/item/goods_22_424873.jpg?width=380,# 100% cotton.# Versatile design looks great in any situation.# Perfectly balanced proportions.# Thick ribbed neckline.# Cuffs and hem created with an advanced overlock hemming technique that makes the seams less conspicuous.# Everything from the shoulder angles to armhole shape and sleeve position were designed to complement the body.# The sides have been slightly extended in the back for a more contoured silhouette.,uniqlo,0,0,0,0,0,0,0,0,0
women u crew neck short-sleeve t-shirt,women,3.9,100% Cotton,BEIGE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/424873/item/goods_31_424873.jpg?width=380,# 100% cotton.# Versatile design looks great in any situation.# Perfectly balanced proportions.# Thick ribbed neckline.# Cuffs and hem created with an advanced overlock hemming technique that makes the seams less conspicuous.# Everything from the shoulder angles to armhole shape and sleeve position were designed to complement the body.# The sides have been slightly extended in the back for a more contoured silhouette.,uniqlo,0,0,0,0,0,0,0,0,0
women u crew neck short-sleeve t-shirt,women,3.9,100% Cotton,BEIGE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/424873/item/goods_32_424873.jpg?width=380,# 100% cotton.# Versatile design looks great in any situation.# Perfectly balanced proportions.# Thick ribbed neckline.# Cuffs and hem created with an advanced overlock hemming technique that makes the seams less conspicuous.# Everything from the shoulder angles to armhole shape and sleeve position were designed to complement the body.# The sides have been slightly extended in the back for a more contoured silhouette.,uniqlo,0,0,0,0,0,0,0,0,0
women smooth stretch cotton turtleneck long-sleeve t-shirt,women,19.9,"96% Cotton, 4% Spandex",WHITE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439063/item/goods_00_439063.jpg?width=380,"#Slightly longer neck folds over more easily. #Relaxed cut that looks stylish just on its own. #In response to customer feedback, we've made the cut more generous. #Made with nap-resistant compact yarn for a gorgeous longer-lasting texture. #Perfect for layered looks.",uniqlo,0,0,0,0,0,0,0,0,0
women smooth stretch cotton turtleneck long-sleeve t-shirt,women,19.9,"96% Cotton, 4% Spandex",GRAY,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439063/item/goods_07_439063.jpg?width=380,"#Slightly longer neck folds over more easily. #Relaxed cut that looks stylish just on its own. #In response to customer feedback, we've made the cut more generous. #Made with nap-resistant compact yarn for a gorgeous longer-lasting texture. #Perfect for layered looks.",uniqlo,0,0,0,0,0,0,0,0,0
women smooth stretch cotton turtleneck long-sleeve t-shirt,women,19.9,"96% Cotton, 4% Spandex",BLACK,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439063/item/goods_09_439063.jpg?width=380,"#Slightly longer neck folds over more easily. #Relaxed cut that looks stylish just on its own. #In response to customer feedback, we've made the cut more generous. #Made with nap-resistant compact yarn for a gorgeous longer-lasting texture. #Perfect for layered looks.",uniqlo,0,0,0,0,0,0,0,0,0
women smooth stretch cotton turtleneck long-sleeve t-shirt,women,19.9,"96% Cotton, 4% Spandex",RED,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439063/item/goods_17_439063.jpg?width=380,"#Slightly longer neck folds over more easily. #Relaxed cut that looks stylish just on its own. #In response to customer feedback, we've made the cut more generous. #Made with nap-resistant compact yarn for a gorgeous longer-lasting texture. #Perfect for layered looks.",uniqlo,0,0,0,0,0,0,0,0,0
women smooth stretch cotton turtleneck long-sleeve t-shirt,women,19.9,"96% Cotton, 4% Spandex",BROWN,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439063/item/goods_35_439063.jpg?width=380,"#Slightly longer neck folds over more easily. #Relaxed cut that looks stylish just on its own. #In response to customer feedback, we've made the cut more generous. #Made with nap-resistant compact yarn for a gorgeous longer-lasting texture. #Perfect for layered looks.",uniqlo,0,0,0,0,0,0,0,0,0
women smooth stretch cotton turtleneck long-sleeve t-shirt,women,19.9,"96% Cotton, 4% Spandex",BLUE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439063/item/goods_67_439063.jpg?width=380,"#Slightly longer neck folds over more easily. #Relaxed cut that looks stylish just on its own. #In response to customer feedback, we've made the cut more generous. #Made with nap-resistant compact yarn for a gorgeous longer-lasting texture. #Perfect for layered looks.",uniqlo,0,0,0,0,0,0,0,0,0
women stretch fleece pullover long-sleeve shirt,women,29.9,"47% Polyester, 28% Acrylic, 20% Rayon, 5% Spandex",OFF WHITE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/440266/item/goods_01_440266.jpg?width=380,#Fabric with a warm brushed lining and excellent stretch. #Voluminous tunic length design. #Mock neck keeps the neck area warm. #Updated longer mock neck for a sporty look.,uniqlo,0,0,0,0,0,0,0,0,0
women stretch fleece pullover long-sleeve shirt,women,29.9,"47% Polyester, 28% Acrylic, 20% Rayon, 5% Spandex",BLACK,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/440266/item/goods_09_440266.jpg?width=380,#Fabric with a warm brushed lining and excellent stretch. #Voluminous tunic length design. #Mock neck keeps the neck area warm. #Updated longer mock neck for a sporty look.,uniqlo,0,0,0,0,0,0,0,0,0
women stretch fleece pullover long-sleeve shirt,women,29.9,"47% Polyester, 28% Acrylic, 20% Rayon, 5% Spandex",WINE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/440266/item/goods_19_440266.jpg?width=380,#Fabric with a warm brushed lining and excellent stretch. #Voluminous tunic length design. #Mock neck keeps the neck area warm. #Updated longer mock neck for a sporty look.,uniqlo,0,0,0,0,0,0,0,0,0
women stretch fleece pullover long-sleeve shirt,women,29.9,"47% Polyester, 28% Acrylic, 20% Rayon, 5% Spandex",NATURAL,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/440266/item/goods_30_440266.jpg?width=380,#Fabric with a warm brushed lining and excellent stretch. #Voluminous tunic length design. #Mock neck keeps the neck area warm. #Updated longer mock neck for a sporty look.,uniqlo,0,0,0,0,0,0,0,0,0
women cotton ribbed cropped long-sleeve cardigan,women,19.9,"96% Cotton, 4% Spandex",DARK GRAY,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/446249/item/goods_08_446249.jpg?width=380,#Ribbed cotton fabric with plenty of stretch. #A cropped cardigan with a fitted feel. #Looks great when buttoned up as a Henley neck top.,uniqlo,0,0,0,0,0,0,0,0,0
women cotton ribbed cropped long-sleeve cardigan,women,19.9,"96% Cotton, 4% Spandex",PINK,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/446249/item/goods_10_446249.jpg?width=380,#Ribbed cotton fabric with plenty of stretch. #A cropped cardigan with a fitted feel. #Looks great when buttoned up as a Henley neck top.,uniqlo,0,0,0,0,0,0,0,0,0
women cotton ribbed cropped long-sleeve cardigan,women,19.9,"96% Cotton, 4% Spandex",BROWN,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/446249/item/goods_34_446249.jpg?width=380,#Ribbed cotton fabric with plenty of stretch. #A cropped cardigan with a fitted feel. #Looks great when buttoned up as a Henley neck top.,uniqlo,0,0,0,0,0,0,0,0,0
women soft knitted crew neck puff long-sleeve t-shirt,women,19.9,"95% Polyester, 5% Spandex",OFF WHITE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439142/item/goods_01_439142.jpg?width=380,"#Fleece fabric with a distinctive soft, knit-like surface. #The voluminous sleeves are key to the design.",uniqlo,0,0,0,0,0,0,0,0,0
women soft knitted crew neck puff long-sleeve t-shirt,women,19.9,"95% Polyester, 5% Spandex",GRAY,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439142/item/goods_03_439142.jpg?width=380,"#Fleece fabric with a distinctive soft, knit-like surface. #The voluminous sleeves are key to the design.",uniqlo,0,0,0,0,0,0,0,0,0
women soft knitted crew neck puff long-sleeve t-shirt,women,19.9,"95% Polyester, 5% Spandex",BLACK,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439142/item/goods_09_439142.jpg?width=380,"#Fleece fabric with a distinctive soft, knit-like surface. #The voluminous sleeves are key to the design.",uniqlo,0,0,0,0,0,0,0,0,0
women soft knitted crew neck puff long-sleeve t-shirt,women,19.9,"95% Polyester, 5% Spandex",BEIGE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439142/item/goods_31_439142.jpg?width=380,"#Fleece fabric with a distinctive soft, knit-like surface. #The voluminous sleeves are key to the design.",uniqlo,0,0,0,0,0,0,0,0,0
women soft knitted crew neck puff long-sleeve t-shirt,women,19.9,"95% Polyester, 5% Spandex",BEIGE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439142/item/goods_32_439142.jpg?width=380,"#Fleece fabric with a distinctive soft, knit-like surface. #The voluminous sleeves are key to the design.",uniqlo,0,0,0,0,0,0,0,0,0
women soft knitted crew neck puff long-sleeve t-shirt,women,19.9,"95% Polyester, 5% Spandex",BLUE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439142/item/goods_65_439142.jpg?width=380,"#Fleece fabric with a distinctive soft, knit-like surface. #The voluminous sleeves are key to the design.",uniqlo,0,0,0,0,0,0,0,0,0
women soft knitted crew neck puff long-sleeve t-shirt,women,19.9,"95% Polyester, 5% Spandex",PURPLE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439142/item/goods_78_439142.jpg?width=380,"#Fleece fabric with a distinctive soft, knit-like surface. #The voluminous sleeves are key to the design.",uniqlo,0,0,0,0,0,0,0,0,0
women smooth cotton dolman 3/4-sleeve t-shirt,women,19.9,"Body: 100% Cotton/ Rib: 65% Cotton, 35% Polyester",WHITE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/441832/item/goods_00_441832.jpg?width=380,#Cotton fabric with a soft feel. #Relaxed cut that looks stylish just on its own. #Dolman sleeves add a sense of volume. #Longer hem at the back for easy pairing with all kinds of bottoms. #Ribbed cuffs let you roll up the sleeves for added volume. #Non-clingy dolman sleeves help you feel cool.,uniqlo,0,0,0,0,0,0,0,0,0
women smooth cotton dolman 3/4-sleeve t-shirt,women,19.9,"Body: 100% Cotton/ Rib: 65% Cotton, 35% Polyester",BLACK,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/441832/item/goods_09_441832.jpg?width=380,#Cotton fabric with a soft feel. #Relaxed cut that looks stylish just on its own. #Dolman sleeves add a sense of volume. #Longer hem at the back for easy pairing with all kinds of bottoms. #Ribbed cuffs let you roll up the sleeves for added volume. #Non-clingy dolman sleeves help you feel cool.,uniqlo,0,0,0,0,0,0,0,0,0
women smooth cotton dolman 3/4-sleeve t-shirt,women,19.9,"Body: 100% Cotton/ Rib: 65% Cotton, 35% Polyester",LIGHT ORANGE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/441832/item/goods_21_441832.jpg?width=380,#Cotton fabric with a soft feel. #Relaxed cut that looks stylish just on its own. #Dolman sleeves add a sense of volume. #Longer hem at the back for easy pairing with all kinds of bottoms. #Ribbed cuffs let you roll up the sleeves for added volume. #Non-clingy dolman sleeves help you feel cool.,uniqlo,0,0,0,0,0,0,0,0,0
women cotton ribbed long-sleeve cropped cardigan,women,19.9,"96% Cotton, 4% Spandex",OFF WHITE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/440747/item/goods_01_440747.jpg?width=380,#Ribbed cotton fabric with plenty of stretch. #Fitted cut with an on-trend cropped length. #Looks great when buttoned up as a Henley neck top.,uniqlo,0,0,0,0,0,0,0,0,0
women cotton ribbed long-sleeve cropped cardigan,women,19.9,"96% Cotton, 4% Spandex",BLACK,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/440747/item/goods_09_440747.jpg?width=380,#Ribbed cotton fabric with plenty of stretch. #Fitted cut with an on-trend cropped length. #Looks great when buttoned up as a Henley neck top.,uniqlo,0,0,0,0,0,0,0,0,0
women cotton ribbed long-sleeve cropped cardigan,women,19.9,"96% Cotton, 4% Spandex",OLIVE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/440747/item/goods_56_440747.jpg?width=380,#Ribbed cotton fabric with plenty of stretch. #Fitted cut with an on-trend cropped length. #Looks great when buttoned up as a Henley neck top.,uniqlo,0,0,0,0,0,0,0,0,0
women cotton ribbed long-sleeve cropped cardigan,women,19.9,"96% Cotton, 4% Spandex",BLUE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/440747/item/goods_63_440747.jpg?width=380,#Ribbed cotton fabric with plenty of stretch. #Fitted cut with an on-trend cropped length. #Looks great when buttoned up as a Henley neck top.,uniqlo,0,0,0,0,0,0,0,0,0
women drape crew neck short-sleeve t-shirt,women,9.9,"55% Polyester, 45% Modal",BLACK,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/422722/item/goods_09_422722.jpg?width=380,"#In response to customer feedback, we used a thicker thread for the white color so that it is not see through. #Used modal material that is thin and sheer, while being lightweight and drapey.#It has a supple texture that looks elegant, so it can be styled in various ways, on its own or with a jacket over it. #A roomy silhouette that has a relaxed feel.",uniqlo,0,0,0,0,0,0,0,0,0
women drape crew neck short-sleeve t-shirt,women,9.9,"55% Polyester, 45% Modal",NAVY,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/422722/item/goods_69_422722.jpg?width=380,"#In response to customer feedback, we used a thicker thread for the white color so that it is not see through. #Used modal material that is thin and sheer, while being lightweight and drapey.#It has a supple texture that looks elegant, so it can be styled in various ways, on its own or with a jacket over it. #A roomy silhouette that has a relaxed feel.",uniqlo,0,0,0,0,0,0,0,0,0
women drape crew neck short-sleeve t-shirt,women,9.9,"55% Polyester, 45% Modal",BLACK,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/441879/item/goods_09_441879.jpg?width=380,"#?This item is made of a fabric that has elegant sheen, a smooth texture, and a charming drape.",uniqlo,0,0,0,0,0,0,0,0,0
women drape crew neck short-sleeve t-shirt,women,9.9,"55% Polyester, 45% Modal",BROWN,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/441879/item/goods_34_441879.jpg?width=380,"#?This item is made of a fabric that has elegant sheen, a smooth texture, and a charming drape.",uniqlo,0,0,0,0,0,0,0,0,0
women drape crew neck short-sleeve t-shirt,women,9.9,"55% Polyester, 45% Modal",BLUE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/441879/item/goods_63_441879.jpg?width=380,"#?This item is made of a fabric that has elegant sheen, a smooth texture, and a charming drape.",uniqlo,0,0,0,0,0,0,0,0,0
women AIRism cotton oversized sleeveless t-shirt (mame kurogouchi),women,7.9,"Body: 65% Cotton, 29% Polyester, 6% Spandex/ Rib: 65% Cotton, 35% Polyester",BLACK,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/440426/item/goods_09_440426.jpg?width=380,"#A collaboration item with Mame Kurogouchi, a Japanese fashion brand whose beauty of design to enhance every woman's body is attracting attention all over the world.#Made with smooth AIRism cotton. #Textured fabric. #Cool Touch function. #Oversized with a laid-back feel. #Spacious armholes, great for layering with innerwear.",uniqlo,0,0,0,0,0,0,0,0,0
women drape crew neck short-sleeve t-shirt,women,9.9,"55% Polyester, 45% Modal",PINK,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/437618/item/goods_11_437618.jpg?width=380,"#?This item is made of a fabric that has elegant sheen, a smooth texture, and a charming drape.#Wrinkle-resistant and quick-drying for easy care. #?The moderately loose fit and long French sleeves naturally keep you covered.",uniqlo,0,0,0,0,0,0,0,0,0
women drape crew neck short-sleeve t-shirt,women,9.9,"55% Polyester, 45% Modal",NATURAL,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/437618/item/goods_30_437618.jpg?width=380,"#?This item is made of a fabric that has elegant sheen, a smooth texture, and a charming drape.#Wrinkle-resistant and quick-drying for easy care. #?The moderately loose fit and long French sleeves naturally keep you covered.",uniqlo,0,0,0,0,0,0,0,0,0
women drape crew neck short-sleeve t-shirt,women,9.9,"55% Polyester, 45% Modal",BLUE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/437618/item/goods_63_437618.jpg?width=380,"#?This item is made of a fabric that has elegant sheen, a smooth texture, and a charming drape.#Wrinkle-resistant and quick-drying for easy care. #?The moderately loose fit and long French sleeves naturally keep you covered.",uniqlo,0,0,0,0,0,0,0,0,0
women drape crew neck short-sleeve t-shirt,women,9.9,"55% Polyester, 45% Modal",LIGHT PURPLE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/437618/item/goods_70_437618.jpg?width=380,"#?This item is made of a fabric that has elegant sheen, a smooth texture, and a charming drape.#Wrinkle-resistant and quick-drying for easy care. #?The moderately loose fit and long French sleeves naturally keep you covered.",uniqlo,0,0,0,0,0,0,0,0,0
women HEATTECH sleeveless bra top,women,24.9,"Shell: 38% Polyester, 32% Acrylic, 21% Rayon, 9% Spandex/ Lining: 66% Nylon, 34% Spandex",OFF WHITE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439532/item/goods_01_439532.jpg?width=380,"#Includes moisture-wicking, DRY technology, odor control, and anti-static features. #Stretchy and shape-retaining fabric.#We've updated the lower chest band to a hem design at the back to provide support and keep the cups in place, as well as keeping the sides and back looking sleek. #Reduced compression for a more comfortable fit. #Neckline and armhole seams stay hidden. #Soft cups create a natural, flattering shape and stay hidden under outer layers. #Sleeves designed to stay invisible under an outer layer.#Updated with DRY technology for a stay-fresh feel.",uniqlo,0,0,0,0,0,0,0,0,0
women HEATTECH sleeveless bra top,women,24.9,"Shell: 38% Polyester, 32% Acrylic, 21% Rayon, 9% Spandex/ Lining: 66% Nylon, 34% Spandex",BLACK,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439532/item/goods_09_439532.jpg?width=380,"#Includes moisture-wicking, DRY technology, odor control, and anti-static features. #Stretchy and shape-retaining fabric.#We've updated the lower chest band to a hem design at the back to provide support and keep the cups in place, as well as keeping the sides and back looking sleek. #Reduced compression for a more comfortable fit. #Neckline and armhole seams stay hidden. #Soft cups create a natural, flattering shape and stay hidden under outer layers. #Sleeves designed to stay invisible under an outer layer.#Updated with DRY technology for a stay-fresh feel.",uniqlo,0,0,0,0,0,0,0,0,0
women HEATTECH sleeveless bra top,women,24.9,"Shell: 38% Polyester, 32% Acrylic, 21% Rayon, 9% Spandex/ Lining: 66% Nylon, 34% Spandex",PURPLE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439532/item/goods_78_439532.jpg?width=380,"#Includes moisture-wicking, DRY technology, odor control, and anti-static features. #Stretchy and shape-retaining fabric.#We've updated the lower chest band to a hem design at the back to provide support and keep the cups in place, as well as keeping the sides and back looking sleek. #Reduced compression for a more comfortable fit. #Neckline and armhole seams stay hidden. #Soft cups create a natural, flattering shape and stay hidden under outer layers. #Sleeves designed to stay invisible under an outer layer.#Updated with DRY technology for a stay-fresh feel.",uniqlo,0,0,0,0,0,0,0,0,0
women AIRism sleeveless bra top,women,24.9,"Shell: 62% Polyester, 29% Cupro, 9% Spandex/ Lining: 64% Nylon, 36% Spandex",WHITE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/432473/item/goods_00_432473.jpg?width=380,"#Many comfortable features, such as DRY technology, Cool Touch, moisture-wicking, odor-controlling, and deodorizing features. #Stretch fabric is smooth and comfortable against the skin. #Changed the inner back portion from an underband to a seamless design. Updated so that the sides and back look sleek, and the cups stay put and provide full support. #Clean appearance with neckline and armhole seams that stay hidden. #Soft cups that do not show from under your outerwear and create a flattering neckline while maintaining your natural body shape. #The wide opening around the neck makes wearing low-cut tops a breeze.",uniqlo,0,0,0,0,0,0,0,0,0
women AIRism sleeveless bra top,women,24.9,"Shell: 62% Polyester, 29% Cupro, 9% Spandex/ Lining: 64% Nylon, 36% Spandex",BLACK,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/432473/item/goods_09_432473.jpg?width=380,"#Many comfortable features, such as DRY technology, Cool Touch, moisture-wicking, odor-controlling, and deodorizing features. #Stretch fabric is smooth and comfortable against the skin. #Changed the inner back portion from an underband to a seamless design. Updated so that the sides and back look sleek, and the cups stay put and provide full support. #Clean appearance with neckline and armhole seams that stay hidden. #Soft cups that do not show from under your outerwear and create a flattering neckline while maintaining your natural body shape. #The wide opening around the neck makes wearing low-cut tops a breeze.",uniqlo,0,0,0,0,0,0,0,0,0
women AIRism sleeveless bra top,women,24.9,"Shell: 62% Polyester, 29% Cupro, 9% Spandex/ Lining: 64% Nylon, 36% Spandex",BROWN,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/432473/item/goods_34_432473.jpg?width=380,"#Many comfortable features, such as DRY technology, Cool Touch, moisture-wicking, odor-controlling, and deodorizing features. #Stretch fabric is smooth and comfortable against the skin. #Changed the inner back portion from an underband to a seamless design. Updated so that the sides and back look sleek, and the cups stay put and provide full support. #Clean appearance with neckline and armhole seams that stay hidden. #Soft cups that do not show from under your outerwear and create a flattering neckline while maintaining your natural body shape. #The wide opening around the neck makes wearing low-cut tops a breeze.",uniqlo,0,0,0,0,0,0,0,0,0
women AIRism sleeveless bra top,women,24.9,"Shell: 62% Polyester, 29% Cupro, 9% Spandex/ Lining: 64% Nylon, 36% Spandex",BROWN,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/432473/item/goods_36_432473.jpg?width=380,"#Many comfortable features, such as DRY technology, Cool Touch, moisture-wicking, odor-controlling, and deodorizing features. #Stretch fabric is smooth and comfortable against the skin. #Changed the inner back portion from an underband to a seamless design. Updated so that the sides and back look sleek, and the cups stay put and provide full support. #Clean appearance with neckline and armhole seams that stay hidden. #Soft cups that do not show from under your outerwear and create a flattering neckline while maintaining your natural body shape. #The wide opening around the neck makes wearing low-cut tops a breeze.",uniqlo,0,0,0,0,0,0,0,0,0
women AIRism sleeveless bra top,women,24.9,"Shell: 62% Polyester, 29% Cupro, 9% Spandex/ Lining: 64% Nylon, 36% Spandex",GREEN,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/432473/item/goods_51_432473.jpg?width=380,"#Many comfortable features, such as DRY technology, Cool Touch, moisture-wicking, odor-controlling, and deodorizing features. #Stretch fabric is smooth and comfortable against the skin. #Changed the inner back portion from an underband to a seamless design. Updated so that the sides and back look sleek, and the cups stay put and provide full support. #Clean appearance with neckline and armhole seams that stay hidden. #Soft cups that do not show from under your outerwear and create a flattering neckline while maintaining your natural body shape. #The wide opening around the neck makes wearing low-cut tops a breeze.",uniqlo,0,0,0,0,0,0,0,0,0
women AIRism sleeveless bra top,women,24.9,"Shell: 62% Polyester, 29% Cupro, 9% Spandex/ Lining: 64% Nylon, 36% Spandex",LIGHT BLUE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/432473/item/goods_60_432473.jpg?width=380,"#Many comfortable features, such as DRY technology, Cool Touch, moisture-wicking, odor-controlling, and deodorizing features. #Stretch fabric is smooth and comfortable against the skin. #Changed the inner back portion from an underband to a seamless design. Updated so that the sides and back look sleek, and the cups stay put and provide full support. #Clean appearance with neckline and armhole seams that stay hidden. #Soft cups that do not show from under your outerwear and create a flattering neckline while maintaining your natural body shape. #The wide opening around the neck makes wearing low-cut tops a breeze.",uniqlo,0,0,0,0,0,0,0,0,0
women cotton sleeveless top,women,9.9,100% Cotton,WHITE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439034/item/goods_00_439034.jpg?width=380,"#Cotton fabric. #A classic, simple tank top.",uniqlo,0,0,0,0,0,0,0,0,0
women cotton sleeveless top,women,9.9,100% Cotton,GRAY,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439034/item/goods_03_439034.jpg?width=380,"#Cotton fabric. #A classic, simple tank top.",uniqlo,0,0,0,0,0,0,0,0,0
women cotton sleeveless top,women,9.9,100% Cotton,BLACK,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439034/item/goods_09_439034.jpg?width=380,"#Cotton fabric. #A classic, simple tank top.",uniqlo,0,0,0,0,0,0,0,0,0
women cotton modal lace sleeveless top,women,9.9,"Body: 48% Cotton, 48% Modal, 4% Spandex/ Lace: 84% Nylon, 16% Spandex",OFF WHITE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/440118/item/goods_01_440118.jpg?width=380,#Made with a cotton-rayon blend. #Tank top with wider shoulders and lace detail from shoulders to chest.,uniqlo,0,0,0,0,0,0,0,0,0
women cotton modal lace sleeveless top,women,9.9,"Body: 48% Cotton, 48% Modal, 4% Spandex/ Lace: 84% Nylon, 16% Spandex",BLACK,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/440118/item/goods_09_440118.jpg?width=380,#Made with a cotton-rayon blend. #Tank top with wider shoulders and lace detail from shoulders to chest.,uniqlo,0,0,0,0,0,0,0,0,0
women cotton modal lace sleeveless top,women,9.9,"Body: 48% Cotton, 48% Modal, 4% Spandex/ Lace: 84% Nylon, 16% Spandex",DARK GREEN,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/440118/item/goods_59_440118.jpg?width=380,#Made with a cotton-rayon blend. #Tank top with wider shoulders and lace detail from shoulders to chest.,uniqlo,0,0,0,0,0,0,0,0,0
women cotton ribbed lace sleeveless top,women,9.9,"Body: 100% Cotton/ Lace: 91% Nylon, 9% Spandex",WINE,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439033/item/goods_18_439033.jpg?width=380,#Geometric lace detail from the shoulders to the chest. #Perfect as an inner layer under sheer tops.,uniqlo,0,0,0,0,0,0,0,0,0
women cotton ribbed lace sleeveless top,women,9.9,"Body: 100% Cotton/ Lace: 91% Nylon, 9% Spandex",NATURAL,https://image.uniqlo.com/UQ/ST3/WesternCommon/imagesgoods/439033/item/goods_30_439033.jpg?width=380,#Geometric lace detail from the shoulders to the chest. #Perfect as an inner layer under sheer tops.,uniqlo,0,0,0,0,0,0,0,0,0
